id,external_id,name,name_short_display,description,website,is_organic,status,street_address,locality,region,postal_code,phone,latitude,longitude,is_closed,is_primary,open_to_public,location_type,location_type_display,country_iso_code,update_date,create_date,created_at,updated_at
45,Jt43j7,New Belgium Brewing,New Belgium,"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO.",http://www.newbelgium.com/,N,verified,500 Linden Street,Fort Collins,Colorado,80524,1-970-221-0524,40.593415,-105.066874,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
48,wFeIiC,Brewer's Alley Restaurant & Brewery,Brewer's Alley Restaurant,"Welcome to Brewer’s Alley, Frederick, Maryland’s first Brewpub. Brewer’s Alley is proud to continue the long history of beer making in a town known for its deep appreciation of fine fermented spirits. Brewer’s Alley was located on what is currently South Court Street. Beer Production ceased in 1901 when a large fire consumed the brewery of John Kuhn, who was the last in a long line of brewers to occupy space along the banks of Carroll Creek. For over 153 years, from the very beginning of Frederick County, Brewer’s Alley was a fixture in the social and economic landscape of Frederick. Ninety-five years after leaving Frederick, Brewer’s Alley is back! Brewer’s Alley’s location at 124 North Market Street is steeped in Frederick history. The first residents of Frederick held a lottery to raise money to build a town hall and market house on this location in 1765, which was completed in 1769. This structure served its purpose for over 100 years and was witness to the birth of Frederick as a city. The Market House spanned the Civil War, including the ransoming of the city by Confederate General Jubal Early. In 1873, the bustling town of Frederick replaced the Market House with the ""new"" multifunctional offices, and provided space in the rear for the Frederick Farmer’s Market. Later, the rear of the building was replaced by the present parking deck; the first of it’s kind in town. As the seat of city government the building was witness to Frederick’s political history, and as an opera house and theatre it has been witness to much of Frederick’s social and entertainment history. The building has hosted such diverse events as a Memorial Service for President McKinley in 1901, the Frederick debut of D.W. Griffith’s film ""The Birth of a Nation"", and the Manhattan Opera Company’s production of ""Madame Butterfly"", in 1926. It also hosted the popular American Legion fundraisers immediately after World War I, and the family pleasers the Mykle and Harden Fair Week Road Shows. Brewer’s Alley has been fortunate in its efforts to preserve the elegance and glory of the old Opera House by being able to engage Salyer Studio Faux to faux decorate some of the original ceiling panels and columns in mimicked old Italian Sienna marble. The beautiful and captivating glass etching work and stained glass seen throughout the building done by Rusty and Sharon Rowland’s Art in Glass Studio complements this fine craftsmanship. Their rendition of the hop vines on the brewery glass and the stain glass panels in the back dinning room was all done by hand and is a joy to behold. We are most happy to oversee the building’s latest transformation into the state-of-the-art brewery and restaurant. We hope you enjoy the history and ambiance of our location, as well as the brewery and dining experience. We opened the doors in July of 1996 and have been serving great beers and wonderful meals to the masses ever since.",http://www.brewers-alley.com,N,verified,124 North Market Street,Frederick,Maryland,21701,301-631-0089,39.4156043,-77.4107676,N,Y,Y,brewpub,Brewpub,US,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
49,l9fI6Q,Charter Oak Brewing Company,Charter Oak,"In an era of extreme everything, the Charter Oak Tree quietly stands apart as a patriotic symbol of strength and truth. That’s why we chose Connecticut’s beloved tree to be the symbol of our dedication to brewing the most honest, freshest and un-hyped beer possible. Our ales are handcrafted from 100% natural ingredients: select malted barley, choice hops, special yeast, and using only the purest water for a unique and delicious taste. We never use any adjuncts or preservatives. Each varietal is carefully brewed to be the ideal balance of flavors for that style beer. But also our beer is entertaining and enriching. For the enjoyment of our beer lovers, we have extensively portrayed the true events of the Charter Oak legend. Each variety and seasonal ale will share different parts and characters of this enduring story. We hope you enjoy our beers as much as we enjoyed brewing it.",http://charteroakbrewing.com,N,verified,1 Smith Ridge Road,New Canaan,Connecticut,06840,(203) 972-9058,41.1548047,-73.4937745,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
50,rpnBVE,Castle Danger Brewery,Castle Danger,"Castle Danger Brewery is a one-man production brewery located in Castle Danger, Minnesota, 12 miles northeast of Two Harbors off of Highway 61 at Castle Haven Cabins resort. Clint & Jamie MacFarlane started the brewery journey in March 2010. Clint brewed his first batch of beer on March 1, 2011. His love of homebrewing finally turned into a dream-come-true. He is brewing beer that he loves and knows others will enjoy, too.",http://www.castledangerbrewery.com/,N,verified,17 7th Street,Two Harbors,Minnesota,55616,218-834-5800,47.0197445,-91.6728742,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
51,aWY92l,The Gahan House,The Gahan House,"The Gahan House located in historic downtown Charlottetown, Prince Edward Island, is Charlottetown's authentic pub specializing in great pub fare and handcrafted ales. Follow us on twitter @gahanpub.",http://www.gahan.ca/,N,verified,126 Sydney Street,Charlottetown,Prince Edward Island,C1A 1G5,902-626-2337,46.2334763,-63.1259271,N,Y,Y,brewpub,Brewpub,CA,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
52,TavGRG,603 Brewery,603,"603 Brewery was founded in 2012 by long time college friends. As home brewers, who met while studying engineering, they set out to design high quality, hand crafted beers. As demand for the beers increased, the vision to launch a microbrewery was developed. With a focus on quality and versatility, our hand crafted beer is brewed using the finest ingredients in small batches.",http://603brewery.com/,N,verified,12 Liberty Dr,Londonderry,New Hampshire,03053,(603) 630-7745,42.9161384,-71.3629896,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
53,Vd77zv,Professor Fritz Briem,Professor Fritz Briem,"","",N,verified,"",Friesing,Bavaria,85354,"",48.3948737,11.6949987,N,Y,N,micro,Micro Brewery,DE,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
54,EqYxQd,Fort George Brewery,Fort George,"The Fort George Brewery + Public House was the original settlement site of Astoria founded in March 1811 by Captain Jonathan Thorn. In its heyday, Astoria was the Pacific Fur Company's primary fur trading post in the Northwest. Under temporary British authority it was renamed Fort George after King George the 3rd. In 1924 the Fort George Building was erected to house an automotive repair facility until the late 1990's. Briefly abandoned and sadly neglected, the Fort George building has been recently revitalized as a home to the Blue Schorcher Bakery and our brewpub. We are honored to play a part in the Fort and Astoria's renaissance.",http://www.fortgeorgebrewery.com/,N,verified,1483 Duane St.,Astoria,Oregon,97103,503-325-PINT,46.1885243,-123.8275961,N,Y,Y,brewpub,Brewpub,US,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
55,8khP2P,Sackets Harbor Brewing Company,Sackets Harbor,Since 1995 Sackets Harbor Brewing Company operates one of New York State’s oldest continuing microbreweries featuring both a working brewery and dining establishment situated on the shore of Lake Ontario.,http://www.1812ale.com/,N,verified,212 W Main Street,Sackets Harbor,New York,13685,315-646-2739,43.947875,-76.120818,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
56,wktoLF,Chocolate City Beer,Chocolate City Beer,"Two friends and avid homebrewers, Ben Matz and Jay Irizarry, had an idea to bring their love of hand crafted micro-brewed beer to the masses via a small scale manufacturing and production facility. No small task when you consider this “dream” was taking form during the latter part of 2008, when the financial markets were set to implode, credit markets were freezing, and good economic news, especially for entrepreneurs and business start-ups, was hard to come by. The two pressed ahead and, with the financial assistance of Brian Flanagan as a third partner and business development specialist Don Parker, launched Chocolate City Beer in November of 2009.",http://chocolatecitybeer.com/,N,verified,2801 8th St NE,Washington,District of Columbia,20017,"",38.9259879,-76.994718,Y,Y,N,micro,Micro Brewery,US,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
57,QJRQhZ,Greenbush Brewing Co,Greenbush,"Good ideas often start over beer. Always looking to take a good thing too far, we sat down and over a beer (or two) decided that beer itself was a good idea. Of course, not just some easy-drinking institutional prole beer, but stuff like the beers we'd had at great bars. We had frequented places with extensive and varied beer lists. Places with lists 180 items long, all of which we tried twice (not in one night). In short, we wanted beer with flavor. Complexity. Character. Intensity. Not words found in the mass market lexicon. So with a banjo burner, a bunch of industrial kitchen sized pots and as many buckets as we could find, we jumped in feet first. Once a week, every week. We tried to emulate the beers we liked, but soon we were adding a little of this, or some of that and after a while we started having a hard time pegging our beer in a style category. Our first success was a Porter that was mainly porter, slightly stout. We ran it blind with our friends against the porters we liked and people liked it. ""We're on to something"", we thought. Twenty iterations, modifications and tweaks later it is Distorter, and is still one of our favorite beers. Now several years later we're distributing to three states and cranking out the same great beers, along with many great additions, on a 15bbl brewhouse. Stop in any one of our now three retail locations here in Sawyer and try our mainstays, seasonals and small-batch runs. Not to mention our lab beers, where we continue to screw up one thing or another in search of the next great beer.",http://www.greenbushbrewing.com/,N,verified,5885 Sawyer Rd.,Sawyer,Michigan,49125,269-405-1076,41.885905,-86.594458,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
90,Fv7EYq,Crooked Fence Brewing,Crooked Fence,"Craft brewery located in Garden City, Idaho (Boise). 15 BBL brewhouse with a tasting room and gift shop. Makers of Rusty Nail Pale, 3 Picket Porter, Derby Oatmeal IPA, Hole Wheat American Wheat, Sins of Our Fathers Imperial Stout and the Grim Reaper Black IPA.",http://www.crookedfencebrewing.com,N,verified,5242 Chinden Blvd.,Garden City,Idaho,83714,208-901-2090,43.644665,-116.271224,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
58,sk5YLK,Buffalo Bayou Brewing Company,Buffalo Bayou,"Buffalo Bayou Brewing Company is a new twist on an old craft. With creativity as our main goal, we subscribe to our own definitions regarding brewing parameters and guidelines, without sacrificing flavor or consistency. Combining cutting-edge technology and technique with wildly sourced flavors, our innovative offerings create new narratives for how we think about beer. From grain to glass Buff Brews tell a story, invoking traditional and balanced flavor symmetry in our “Heritage Series,” as well as revolutionary and radical palates in our “Secessionist Series,” that break all the rules and alter the beer landscape. It is our mission to create beers that not only honor the pioneering history of Texas, but celebrate the adventurous spirit of a city built on outlaws and invention.",http://www.buffalobayoubrewing.com/,N,verified,5301 Nolda St,Houston,Texas,77007,713-750-9795,29.776209,-95.416084,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
59,h6xAmH,Bohemian Brewery,Bohemian,"The Bohemian Brewery is a Microbrew Brewpub Craft Brewery in the Salt Lake valley brewing traditional European Style Lagers (Czech & German/Bavarian) with a great European style restaurant, patio and tavern serving traditional European dishes. We have a packaging facility onsite where we specialize in quality craft canned lagers.",http://www.bohemianbrewery.com/,N,verified,94 East 7200 South,Midvale,Utah,84047,801-566-5474,40.6207965,-111.8880479,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
60,y33DLv,Double Horn Brewing Company,Double Horn,"Double Horn Brewing is a family-friendly restaurant serving lunch, dinner and a kid's menu. Double Horn is also the only brewery in Burnet County.",http://www.doublehornbrewing.com/,N,verified,208 Avenue H,Marble Falls,Texas,78654,512-762-3228,30.5710519,-98.2766861,N,Y,Y,brewpub,Brewpub,US,,,2017-09-24 00:25:21 UTC,2017-09-24 00:25:21 UTC
